"person","name","birthdate","birthplace","deathdate","deathplace"
"http://collection.americanart.si.edu/id/person-institution/4192"," James Spencer Russell","1915","Monticello","2000","Kewanna"
"http://collection.americanart.si.edu/id/person-institution/4695","Austa Densmore Sturdevant","1855","Blooming Valley","1936","Kingston"
"http://collection.americanart.si.edu/id/person-institution/4695"," Austa Densmore","1855","Blooming Valley","1936","Kingston"
"http://collection.americanart.si.edu/id/person-institution/4695"," Austa Sturdevant","1855","Blooming Valley","1936","Kingston"
"http://collection.americanart.si.edu/id/person-institution/3994","Siegfried Reinhardt","1925","Eydkuhnen","1984","Kirkwood"
"http://collection.americanart.si.edu/id/person-institution/3994"," Siegfried Gerhard Reinhardt","1925","Eydkuhnen","1984","Kirkwood"
"http://collection.americanart.si.edu/id/person-institution/4325","Adolf Schreyer","1828","Frankfurt","1899","Kronberg"
"http://collection.americanart.si.edu/id/person-institution/4325"," Adolph Schreyer","1828","Frankfurt","1899","Kronberg"
"http://collection.americanart.si.edu/id/person-institution/4325"," Adolphe Schreyer","1828","Frankfurt","1899","Kronberg"
"http://collection.americanart.si.edu/id/person-institution/4678","Carl Strauss","1873","Boston","1957","Laax"
"http://collection.americanart.si.edu/id/person-institution/4678"," Carl Sumner Strauss","1873","Boston","1957","Laax"
"http://collection.americanart.si.edu/id/person-institution/5134","Nicholas Vasilieff","1887","Moscow","1970","Lanesboro"
"http://collection.americanart.si.edu/id/person-institution/4736","John Talleur","1925","Chicago","2001","Lawrence"
"http://collection.americanart.si.edu/id/person-institution/4736"," John J. Talleur","1925","Chicago","2001","Lawrence"
"http://collection.americanart.si.edu/id/person-institution/4055","A. Lassell Ripley","1896","Wakefield","1969","Lexington"
"http://collection.americanart.si.edu/id/person-institution/4055"," Aiden Lassell Ripley","1896","Wakefield","1969","Lexington"
"http://collection.americanart.si.edu/id/person-institution/4055"," Aiden L. Ripley","1896","Wakefield","1969","Lexington"
"http://collection.americanart.si.edu/id/person-institution/4055"," Alden Lassell Ripley","1896","Wakefield","1969","Lexington"
"http://collection.americanart.si.edu/id/person-institution/4055"," Lassell Ripley","1896","Wakefield","1969","Lexington"
"http://collection.americanart.si.edu/id/person-institution/4244","Birger Sandzen","1871","Bildsberg","1954","Lindsborg"
"http://collection.americanart.si.edu/id/person-institution/4244"," Sven Birger Sandzen","1871","Bildsberg","1954","Lindsborg"
"http://collection.americanart.si.edu/id/person-institution/5104","Charles A. Vanderhoof","1853","Middletown","1918","Locust Point"
"http://collection.americanart.si.edu/id/person-institution/4159","Michael Rothenstein","1908","London","1993","London"
"http://collection.americanart.si.edu/id/person-institution/4159"," William Michael Rothenstein","1908","London","1993","London"
"http://collection.americanart.si.edu/id/person-institution/4241","Henry Sandham","1842","Montreal","1912","London"
"http://collection.americanart.si.edu/id/person-institution/4241"," J. Henry Sandham","1842","Montreal","1912","London"
"http://collection.americanart.si.edu/id/person-institution/4295","Luigi Schiavonetti","1765","Bassano","1810","London"
"http://collection.americanart.si.edu/id/person-institution/4295"," Lewis Schiavonetti","1765","Bassano","1810","London"
"http://collection.americanart.si.edu/id/person-institution/4415","Henry Chawner Shenton","1803","Winchester","1866","London"
"http://collection.americanart.si.edu/id/person-institution/4415"," H. C. Shenton","1803","Winchester","1866","London"
"http://collection.americanart.si.edu/id/person-institution/4415"," Henry Chawner Shenton, the Elder","1803","Winchester","1866","London"
"http://collection.americanart.si.edu/id/person-institution/4415"," Henry Chawnes Shenton","1803","Winchester","1866","London"
"http://collection.americanart.si.edu/id/person-institution/4827","Peter Toft","1825","Kolding","1901","London"
"http://collection.americanart.si.edu/id/person-institution/4827"," Peter Petersen Toft","1825","Kolding","1901","London"
"http://collection.americanart.si.edu/id/person-institution/4841","Feliks Topolski","1907","Poland","1989","London"
"http://collection.americanart.si.edu/id/person-institution/5108","Sir Anthony van Dyck","1599","Antwerp","1641","London"
"http://collection.americanart.si.edu/id/person-institution/5120","Gerard Van Soest","1637","Westphalia","1681","London"
"http://collection.americanart.si.edu/id/person-institution/5133","John Varley, Sr.","1778","Hackney","1842","London"
"http://collection.americanart.si.edu/id/person-institution/5200","Edward, Prince of Wales","1841","London","1910","London"
"http://collection.americanart.si.edu/id/person-institution/3991","Harry Rein","1908","New York","1969","Los Angeles"
"http://collection.americanart.si.edu/id/person-institution/3991"," Harry R. Rein","1908","New York","1969","Los Angeles"
"http://collection.americanart.si.edu/id/person-institution/4046","Dan Rico","1912","Rochester","1985","Los Angeles"
"http://collection.americanart.si.edu/id/person-institution/4046"," Daniel Rico","1912","Rochester","1985","Los Angeles"
"http://collection.americanart.si.edu/id/person-institution/4046"," Don Rico","1912","Rochester","1985","Los Angeles"
"http://collection.americanart.si.edu/id/person-institution/4046"," Donato Rico","1912","Rochester","1985","Los Angeles"
"http://collection.americanart.si.edu/id/person-institution/4320","Terry Schoonhoven","1945","Freeport","2001","Los Angeles"
"http://collection.americanart.si.edu/id/person-institution/4320"," Terry Lee Schoonhoven","1945","Freeport","2001","Los Angeles"
"http://collection.americanart.si.edu/id/person-institution/4385","Fred Shane","1906","Kansas City","1990","Los Angeles"
"http://collection.americanart.si.edu/id/person-institution/4385"," Frederick Emanuel Shane","1906","Kansas City","1990","Los Angeles"
"http://collection.americanart.si.edu/id/person-institution/4385"," Frederick E. Shane","1906","Kansas City","1990","Los Angeles"
"http://collection.americanart.si.edu/id/person-institution/4385"," Frederick Shane","1906","Kansas City","1990","Los Angeles"
"http://collection.americanart.si.edu/id/person-institution/4747","Edgar Dorsey Taylor","1904","Grass Valley","1978","Los Angeles"
"http://collection.americanart.si.edu/id/person-institution/4747"," Edgar Taylor","1904","Grass Valley","1978","Los Angeles"
"http://collection.americanart.si.edu/id/person-institution/4375","Alfred Sessler","1909","Milwaukee","1963","Madison"
"http://collection.americanart.si.edu/id/person-institution/4375"," Al Sessler","1909","Milwaukee","1963","Madison"
"http://collection.americanart.si.edu/id/person-institution/4375"," Alfred A. Sessler","1909","Milwaukee","1963","Madison"
"http://collection.americanart.si.edu/id/person-institution/5137","Daniel Vázquez Diaz","1882","Riotinto","1969","Madrid"
"http://collection.americanart.si.edu/id/person-institution/4822","Alton Tobey","1914","Middletown","2005","Mamaroneck"
"http://collection.americanart.si.edu/id/person-institution/4822"," A. S. Tobey","1914","Middletown","2005","Mamaroneck"
"http://collection.americanart.si.edu/id/person-institution/4822"," Alton S, Tobey","1914","Middletown","2005","Mamaroneck"
"http://collection.americanart.si.edu/id/person-institution/5115","Joseph Henri François van Lerius","1823","Boom","1876","Mechelen"
"http://collection.americanart.si.edu/id/person-institution/4092","Auguste Rodin","1840","Paris","1917","Meudon"
"http://collection.americanart.si.edu/id/person-institution/4092"," René François Auguste Rodin","1840","Paris","1917","Meudon"
"http://collection.americanart.si.edu/id/person-institution/466","Fritz Blumenthal","1913","Mainz","2002","Middletown"
"http://collection.americanart.si.edu/id/person-institution/466"," Fritz Blumenthal","1913","Mainz","2002","Middletown"
"http://collection.americanart.si.edu/id/person-institution/4457","Simka Simkhovitch","1893","Petrograd","1949","Milford"
"http://collection.americanart.si.edu/id/person-institution/4457"," Simkha Simkovitch","1893","Petrograd","1949","Milford"
"http://collection.americanart.si.edu/id/person-institution/5088","Elaine Urbain","1925","Wauwatosa","2004","Milford"
"http://collection.americanart.si.edu/id/person-institution/498","Léon Bonnat","1833","Bayonne","1922","Monchy-St-Eloi"
"http://collection.americanart.si.edu/id/person-institution/4387","Charles Shannon","1914","Montgomery","1996","Montgomery"
"http://collection.americanart.si.edu/id/person-institution/4387"," Charles Eugene Shannon","1914","Montgomery","1996","Montgomery"
"http://collection.americanart.si.edu/id/person-institution/4725","Maltby Sykes","1911","Aberdeen","1992","Montgomery"
"http://collection.americanart.si.edu/id/person-institution/4725"," William Maltby Sykes","1911","Aberdeen","1992","Montgomery"
"http://collection.americanart.si.edu/id/person-institution/4001","Deborah Remington","1930","Haddonfield","2010","Moorestown"
"http://collection.americanart.si.edu/id/person-institution/4001"," Deborah Williams Remington","1930","Haddonfield","2010","Moorestown"
"http://collection.americanart.si.edu/id/person-institution/4621","Jakob Steinhardt","1887","Zerkow","1968","Nahariya"
"http://collection.americanart.si.edu/id/person-institution/4621"," Jacob Steinhardt","1887","Zerkow","1968","Nahariya"
"http://collection.americanart.si.edu/id/person-institution/4250","Fabrizio Santafede","1560","Naples","1634","Naples"
"http://collection.americanart.si.edu/id/person-institution/4250"," Fabricio Santa-Fede","1560","Naples","1634","Naples"
"http://collection.americanart.si.edu/id/person-institution/404","Eugene V. Biel-Bienne","1902","Vienna","1969","Nashville"
"http://collection.americanart.si.edu/id/person-institution/404"," Egon Vitalis Biel","1902","Vienna","1969","Nashville"
"http://collection.americanart.si.edu/id/person-institution/404"," Eugene Biel","1902","Vienna","1969","Nashville"
"http://collection.americanart.si.edu/id/person-institution/404"," Eugene Biel-Bienne","1902","Vienna","1969","Nashville"
"http://collection.americanart.si.edu/id/person-institution/404"," Eugene Vitalis Biel-Bienne","1902","Vienna","1969","Nashville"
"http://collection.americanart.si.edu/id/person-institution/4842","Charles Cutler Torrey","1799","Massachusetts","1827","Nashville"
"http://collection.americanart.si.edu/id/person-institution/4895","Ross Turner","1847","Westport","1915","Nassau"
"http://collection.americanart.si.edu/id/person-institution/4318","François Schommer","1850","Paris","1935","Neuilly-sur-Seine"
"http://collection.americanart.si.edu/id/person-institution/4318"," Francois Schommer","1850","Paris","1935","Neuilly-sur-Seine"
"http://collection.americanart.si.edu/id/person-institution/4042","Lillian Richter","1915","Newport","2000","New Haven"
"http://collection.americanart.si.edu/id/person-institution/4042"," Lillian Richter","1915","Newport","2000","New Haven"
"http://collection.americanart.si.edu/id/person-institution/4058","Alexander Hay Ritchie","1822","Glasgow","1895","New Haven"
"http://collection.americanart.si.edu/id/person-institution/4058"," A. H. Ritchie","1822","Glasgow","1895","New Haven"
"http://collection.americanart.si.edu/id/person-institution/4899","Emerson Tuttle","1890","Lake Forest","1946","New Haven"
"http://collection.americanart.si.edu/id/person-institution/4616","J. L. Steg","1922","Alexandria","2001","New Orleans"
"http://collection.americanart.si.edu/id/person-institution/4616"," James Louis Steg","1922","Alexandria","2001","New Orleans"
"http://collection.americanart.si.edu/id/person-institution/4616"," James L. Steg","1922","Alexandria","2001","New Orleans"
"http://collection.americanart.si.edu/id/person-institution/4711","Ivan F. Summers","1889","Mount Vernon","1964","New York"
"http://collection.americanart.si.edu/id/person-institution/4711"," Ivan Summers","1889","Mount Vernon","1964","New York"
"http://collection.americanart.si.edu/id/person-institution/3961","Thomas Buchanan Read","1822","Corner Ketch","1872","New York"
"http://collection.americanart.si.edu/id/person-institution/3961"," T. Buchanan Read","1822","Corner Ketch","1872","New York"
"http://collection.americanart.si.edu/id/person-institution/3969","Alex Redein","1912","Bridgeport","1990","New York"
"http://collection.americanart.si.edu/id/person-institution/3969"," Alex S. Redein","1912","Bridgeport","1990","New York"
"http://collection.americanart.si.edu/id/person-institution/3969"," Alexander Redein","1912","Bridgeport","1990","New York"
"http://collection.americanart.si.edu/id/person-institution/4027","William Clarke Rice","1875","Brooklyn","1928","New York"
"http://collection.americanart.si.edu/id/person-institution/4027"," William C. Rice","1875","Brooklyn","1928","New York"
"http://collection.americanart.si.edu/id/person-institution/4027"," William Clark Rice","1875","Brooklyn","1928","New York"
"http://collection.americanart.si.edu/id/person-institution/4027"," Wm. C. Rice","1875","Brooklyn","1928","New York"
"http://collection.americanart.si.edu/id/person-institution/403","Robert Bidner","1930","Youngstown","1984","New York"
"http://collection.americanart.si.edu/id/person-institution/403"," Robert D. H. Bidner","1930","Youngstown","1984","New York"
"http://collection.americanart.si.edu/id/person-institution/4113","Umberto Romano","1905","Bracigliano","1982","New York"
"http://collection.americanart.si.edu/id/person-institution/4113"," Umberto Roberto Romano","1905","Bracigliano","1982","New York"
